"Component Status","Product","Reference","Source","Responsible","Start","End","Deadline","State","Quantity Producing","Quantity To Produce","Total Quantity","Product/Cost","Product/Sales Price"
"Available","[FURN_8855] Drawer","WH/MO/06715","","OdooBot","2024-01-25 01:00:00","2024-02-12 01:00:00","2024-03-29 01:00:00","In Progress","19.0","19.0","19.0","100.0","110.5"
"","[FURN_8855] Drawer","WH/MO/08530","SO-9530","OdooBot","2024-01-25 01:00:00","2024-03-05 01:00:00","2024-04-02 01:00:00","Draft","4.0","4.0","4.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/08915","","Portal User Template","2024-01-25 01:00:00","2024-02-22 01:00:00","2024-04-07 01:00:00","In Progress","1.0","1.0","1.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/03760","SO-4760","OdooBot","2024-01-26 01:00:00","2024-02-20 01:00:00","2024-03-23 01:00:00","Draft","5.0","5.0","5.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/00575","SO-1575","Default User Template","2024-01-29 01:00:00","2024-02-17 01:00:00","2024-03-26 01:00:00","In Progress","12.0","12.0","12.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04525","","Mitchell Admin","2024-01-29 01:00:00","2024-02-14 01:00:00","2024-03-16 01:00:00","In Progress","11.0","11.0","11.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/05480","","Public user","2024-02-01 01:00:00","2024-03-05 01:00:00","2024-04-26 01:00:00","Draft","8.0","8.0","8.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/01530","","OdooBot","2024-02-02 01:00:00","2024-03-10 01:00:00","2024-04-03 01:00:00","Draft","5.0","5.0","5.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/05600","","Default User Template","2024-02-03 01:00:00","2024-02-19 01:00:00","2024-04-08 01:00:00","Draft","3.0","3.0","3.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/07175","","Mitchell Admin","2024-02-03 01:00:00","2024-03-02 01:00:00","2024-04-12 01:00:00","In Progress","6.0","6.0","6.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/00525","","Mitchell Admin","2024-02-04 01:00:00","2024-02-22 01:00:00","2024-04-04 01:00:00","In Progress","12.0","12.0","12.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/05550","","Mitchell Admin","2024-02-04 01:00:00","2024-03-11 01:00:00","2024-04-09 01:00:00","Draft","9.0","9.0","9.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06065","","Portal User Template","2024-02-04 01:00:00","2024-03-15 01:00:00","2024-04-22 01:00:00","In Progress","9.0","9.0","9.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/06745","","Mitchell Admin","2024-02-04 01:00:00","2024-02-26 01:00:00","2024-04-09 01:00:00","In Progress","1.0","1.0","1.0","240.0","380.0"
"","[FURN_7800] Desk Combination","WH/MO/07190","","Portal User Template","2024-02-04 01:00:00","2024-02-24 01:00:00","2024-04-20 01:00:00","Draft","3.0","3.0","3.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/01760","","Portal User Template","2024-02-09 01:00:00","2024-02-19 01:00:00","2024-05-05 01:00:00","Draft","19.0","19.0","19.0","240.0","380.0"
"Available","[FURN_9666] Table","WH/MO/02805","SO-3805","OdooBot","2024-02-09 01:00:00","2024-03-08 01:00:00","2024-05-10 01:00:00","In Progress","10.0","10.0","10.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/03535","","Mitchell Admin","2024-02-09 01:00:00","2024-02-25 01:00:00","2024-03-21 01:00:00","In Progress","9.0","9.0","9.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/03620","","Public user","2024-02-09 01:00:00","2024-02-28 01:00:00","2024-04-23 01:00:00","Draft","5.0","5.0","5.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/06840","","Default User Template","2024-02-11 01:00:00","2024-03-14 01:00:00","2024-04-06 01:00:00","Draft","12.0","12.0","12.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/08540","","Portal User Template","2024-02-16 01:00:00","2024-03-02 01:00:00","2024-05-21 01:00:00","Draft","6.0","6.0","6.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/06535","","Mitchell Admin","2024-02-18 01:00:00","2024-03-18 01:00:00","2024-05-21 01:00:00","In Progress","18.0","18.0","18.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/08665","SO-9665","Portal User Template","2024-02-20 01:00:00","2024-03-19 01:00:00","2024-04-23 01:00:00","In Progress","7.0","7.0","7.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/04930","","OdooBot","2024-02-22 01:00:00","2024-03-27 01:00:00","2024-05-16 01:00:00","Draft","1.0","1.0","1.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/00285","","Public user","2024-02-23 01:00:00","2024-03-12 01:00:00","2024-05-16 01:00:00","In Progress","5.0","5.0","5.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/04575","","OdooBot","2024-02-23 01:00:00","2024-03-08 01:00:00","2024-05-17 01:00:00","In Progress","7.0","7.0","7.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/07975","","Public user","2024-02-23 01:00:00","2024-03-26 01:00:00","2024-05-29 01:00:00","In Progress","9.0","9.0","9.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/04600","","OdooBot","2024-02-24 01:00:00","2024-03-11 01:00:00","2024-05-17 01:00:00","Draft","7.0","7.0","7.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/06235","SO-7235","OdooBot","2024-02-24 01:00:00","2024-03-24 01:00:00","2024-04-02 01:00:00","In Progress","5.0","5.0","5.0","290.0","520.0"
"","[FURN_8855] Drawer","WH/MO/06580","","OdooBot","2024-02-24 01:00:00","2024-03-22 01:00:00","2024-04-13 01:00:00","Draft","13.0","13.0","13.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/09225","","Public user","2024-02-26 01:00:00","2024-03-31 01:00:00","2024-04-27 01:00:00","In Progress","7.0","7.0","7.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/01055","","Mitchell Admin","2024-02-27 01:00:00","2024-04-06 01:00:00","2024-05-31 01:00:00","In Progress","7.0","7.0","7.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/02050","","OdooBot","2024-02-27 01:00:00","2024-04-02 01:00:00","2024-05-20 01:00:00","Draft","13.0","13.0","13.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/02450","","Public user","2024-02-27 01:00:00","2024-03-21 01:00:00","2024-05-02 01:00:00","Draft","14.0","14.0","14.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/05875","SO-6875","Public user","2024-03-01 01:00:00","2024-03-12 01:00:00","2024-06-02 01:00:00","In Progress","18.0","18.0","18.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/00405","SO-1405","Mitchell Admin","2024-03-02 01:00:00","2024-03-23 01:00:00","2024-05-10 01:00:00","In Progress","1.0","1.0","1.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/06630","","Default User Template","2024-03-03 01:00:00","2024-04-05 01:00:00","2024-04-27 01:00:00","Draft","15.0","15.0","15.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04445","","Default User Template","2024-03-05 01:00:00","2024-03-20 01:00:00","2024-05-19 01:00:00","In Progress","5.0","5.0","5.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/07905","","Portal User Template","2024-03-06 01:00:00","2024-03-27 01:00:00","2024-05-11 01:00:00","In Progress","19.0","19.0","19.0","100.0","110.5"
"","[FURN_7023] Wood Panel","WH/MO/09450","SO-10450","OdooBot","2024-03-06 01:00:00","2024-04-09 01:00:00","2024-04-23 01:00:00","Draft","2.0","2.0","2.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/01785","SO-2785","OdooBot","2024-03-07 01:00:00","2024-04-01 01:00:00","2024-04-28 01:00:00","In Progress","18.0","18.0","18.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/06915","SO-7915","Portal User Template","2024-03-07 01:00:00","2024-03-29 01:00:00","2024-04-17 01:00:00","In Progress","18.0","18.0","18.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/00955","","Default User Template","2024-03-08 01:00:00","2024-03-19 01:00:00","2024-04-16 01:00:00","In Progress","17.0","17.0","17.0","240.0","380.0"
"","[FURN_7800] Desk Combination","WH/MO/01170","","Portal User Template","2024-03-09 01:00:00","2024-04-02 01:00:00","2024-06-13 01:00:00","Draft","1.0","1.0","1.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/06850","","Mitchell Admin","2024-03-09 01:00:00","2024-03-25 01:00:00","2024-06-14 01:00:00","Draft","15.0","15.0","15.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/08045","","Default User Template","2024-03-09 01:00:00","2024-03-31 01:00:00","2024-05-17 01:00:00","In Progress","12.0","12.0","12.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/06815","","Portal User Template","2024-03-10 01:00:00","2024-04-04 01:00:00","2024-06-07 01:00:00","In Progress","6.0","6.0","6.0","240.0","380.0"
"","[FURN_7800] Desk Combination","WH/MO/00110","","Public user","2024-03-12 01:00:00","2024-04-03 01:00:00","2024-05-29 01:00:00","Draft","12.0","12.0","12.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/04670","","OdooBot","2024-03-12 01:00:00","2024-04-04 01:00:00","2024-05-13 01:00:00","Draft","20.0","20.0","20.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/08100","","OdooBot","2024-03-12 01:00:00","2024-03-27 01:00:00","2024-05-10 01:00:00","Draft","4.0","4.0","4.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/02895","","Portal User Template","2024-03-13 01:00:00","2024-04-23 01:00:00","2024-05-04 01:00:00","In Progress","10.0","10.0","10.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/06765","","Portal User Template","2024-03-13 01:00:00","2024-04-16 01:00:00","2024-05-14 01:00:00","In Progress","1.0","1.0","1.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/01245","","Portal User Template","2024-03-14 01:00:00","2024-04-11 01:00:00","2024-05-10 01:00:00","In Progress","6.0","6.0","6.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/09475","","Public user","2024-03-14 01:00:00","2024-03-29 01:00:00","2024-06-03 01:00:00","In Progress","9.0","9.0","9.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/06895","SO-7895","Portal User Template","2024-03-15 01:00:00","2024-04-15 01:00:00","2024-05-09 01:00:00","In Progress","19.0","19.0","19.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/01775","","Default User Template","2024-03-16 01:00:00","2024-03-29 01:00:00","2024-06-05 01:00:00","In Progress","5.0","5.0","5.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/02565","SO-3565","OdooBot","2024-03-16 01:00:00","2024-04-14 01:00:00","2024-06-08 01:00:00","In Progress","11.0","11.0","11.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/02595","","Portal User Template","2024-03-16 01:00:00","2024-04-12 01:00:00","2024-06-11 01:00:00","In Progress","6.0","6.0","6.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/03960","","Default User Template","2024-03-16 01:00:00","2024-04-22 01:00:00","2024-05-16 01:00:00","Draft","4.0","4.0","4.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/03515","","Mitchell Admin","2024-03-18 01:00:00","2024-04-15 01:00:00","2024-05-08 01:00:00","In Progress","11.0","11.0","11.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/00035","","Public user","2024-03-20 01:00:00","2024-04-10 01:00:00","2024-05-19 01:00:00","In Progress","14.0","14.0","14.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/02110","SO-3110","Public user","2024-03-20 01:00:00","2024-04-03 01:00:00","2024-05-18 01:00:00","Draft","14.0","14.0","14.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/00295","SO-1295","OdooBot","2024-03-21 01:00:00","2024-04-01 01:00:00","2024-06-21 01:00:00","In Progress","2.0","2.0","2.0","100.0","110.5"
"","[FURN_9666] Table","WH/MO/01820","","Portal User Template","2024-03-21 01:00:00","2024-04-28 01:00:00","2024-06-04 01:00:00","Draft","13.0","13.0","13.0","290.0","520.0"
"","[FURN_9666] Table","WH/MO/09690","","OdooBot","2024-03-22 01:00:00","2024-04-21 01:00:00","2024-05-01 01:00:00","Draft","10.0","10.0","10.0","290.0","520.0"
"","[FURN_8522] Table Top","WH/MO/04420","","Public user","2024-03-23 01:00:00","2024-04-28 01:00:00","2024-06-12 01:00:00","Draft","6.0","6.0","6.0","240.0","380.0"
"","[FURN_9666] Table","WH/MO/05630","","Mitchell Admin","2024-03-23 01:00:00","2024-04-18 01:00:00","2024-06-07 01:00:00","Draft","20.0","20.0","20.0","290.0","520.0"
"","[FURN_8855] Drawer","WH/MO/07290","","Default User Template","2024-03-23 01:00:00","2024-04-15 01:00:00","2024-05-09 01:00:00","Draft","15.0","15.0","15.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/07685","","Public user","2024-03-23 01:00:00","2024-04-23 01:00:00","2024-05-28 01:00:00","In Progress","12.0","12.0","12.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/09070","","OdooBot","2024-03-23 01:00:00","2024-04-07 01:00:00","2024-06-25 01:00:00","Draft","1.0","1.0","1.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/02995","","Default User Template","2024-03-24 01:00:00","2024-05-03 01:00:00","2024-05-05 01:00:00","In Progress","6.0","6.0","6.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/07845","SO-8845","Mitchell Admin","2024-03-26 01:00:00","2024-04-09 01:00:00","2024-05-24 01:00:00","In Progress","20.0","20.0","20.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/00945","","Default User Template","2024-03-27 01:00:00","2024-04-13 01:00:00","2024-06-02 01:00:00","In Progress","1.0","1.0","1.0","240.0","380.0"
"","[FURN_8522] Table Top","WH/MO/03650","","Default User Template","2024-03-27 01:00:00","2024-04-09 01:00:00","2024-06-29 01:00:00","Draft","2.0","2.0","2.0","240.0","380.0"
"","[FURN_9666] Table","WH/MO/07480","","Public user","2024-03-27 01:00:00","2024-04-18 01:00:00","2024-06-29 01:00:00","Draft","15.0","15.0","15.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/09990","","Public user","2024-03-27 01:00:00","2024-04-08 01:00:00","2024-06-23 01:00:00","Draft","1.0","1.0","1.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01695","SO-2695","OdooBot","2024-03-29 01:00:00","2024-04-30 01:00:00","2024-06-16 01:00:00","In Progress","20.0","20.0","20.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/01370","","Portal User Template","2024-03-30 01:00:00","2024-04-22 01:00:00","2024-05-06 01:00:00","Draft","9.0","9.0","9.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/02105","","Public user","2024-03-30 01:00:00","2024-05-07 01:00:00","2024-05-08 01:00:00","In Progress","1.0","1.0","1.0","290.0","520.0"
"","[FURN_8522] Table Top","WH/MO/02440","","Portal User Template","2024-03-30 01:00:00","2024-04-12 01:00:00","2024-05-27 01:00:00","Draft","19.0","19.0","19.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/08295","","Portal User Template","2024-03-31 01:00:00","2024-05-11 01:00:00","2024-06-10 01:00:00","In Progress","16.0","16.0","16.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/08820","","Portal User Template","2024-03-31 01:00:00","2024-04-17 01:00:00","2024-06-28 01:00:00","Draft","14.0","14.0","14.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/01320","","OdooBot","2024-04-01 01:00:00","2024-04-27 01:00:00","2024-06-10 01:00:00","Draft","11.0","11.0","11.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/05335","SO-6335","Default User Template","2024-04-02 01:00:00","2024-04-16 01:00:00","2024-07-05 01:00:00","In Progress","10.0","10.0","10.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/02115","","Mitchell Admin","2024-04-03 01:00:00","2024-05-05 01:00:00","2024-06-01 01:00:00","In Progress","6.0","6.0","6.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/00115","SO-1115","Public user","2024-04-04 01:00:00","2024-04-26 01:00:00","2024-06-09 01:00:00","In Progress","14.0","14.0","14.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/07675","","Public user","2024-04-04 01:00:00","2024-04-22 01:00:00","2024-07-01 01:00:00","In Progress","12.0","12.0","12.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/03680","","Public user","2024-04-08 01:00:00","2024-04-29 01:00:00","2024-07-10 01:00:00","Draft","13.0","13.0","13.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/07705","","Mitchell Admin","2024-04-08 01:00:00","2024-05-01 01:00:00","2024-07-04 01:00:00","In Progress","4.0","4.0","4.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/02735","","Default User Template","2024-04-10 01:00:00","2024-05-16 01:00:00","2024-05-22 01:00:00","In Progress","7.0","7.0","7.0","100.0","110.5"
"","[FURN_8855] Drawer","WH/MO/04150","","Mitchell Admin","2024-04-10 01:00:00","2024-05-06 01:00:00","2024-05-26 01:00:00","Draft","3.0","3.0","3.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/09155","","OdooBot","2024-04-10 01:00:00","2024-05-15 01:00:00","2024-06-15 01:00:00","In Progress","7.0","7.0","7.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/07985","","Mitchell Admin","2024-04-11 01:00:00","2024-05-02 01:00:00","2024-05-26 01:00:00","In Progress","2.0","2.0","2.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06435","","Default User Template","2024-04-12 01:00:00","2024-05-10 01:00:00","2024-05-23 01:00:00","In Progress","4.0","4.0","4.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/06220","","Mitchell Admin","2024-04-15 01:00:00","2024-05-06 01:00:00","2024-07-19 01:00:00","Draft","12.0","12.0","12.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/05885","","OdooBot","2024-04-20 01:00:00","2024-05-17 01:00:00","2024-07-04 01:00:00","In Progress","4.0","4.0","4.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/01215","","Mitchell Admin","2024-04-21 01:00:00","2024-05-31 01:00:00","2024-07-17 01:00:00","In Progress","15.0","15.0","15.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/05770","","Default User Template","2024-04-21 01:00:00","2024-05-24 01:00:00","2024-06-27 01:00:00","Draft","13.0","13.0","13.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/05980","SO-6980","Portal User Template","2024-04-21 01:00:00","2024-05-27 01:00:00","2024-06-25 01:00:00","Draft","20.0","20.0","20.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/08395","","OdooBot","2024-04-21 01:00:00","2024-05-15 01:00:00","2024-06-11 01:00:00","In Progress","2.0","2.0","2.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/01630","","Portal User Template","2024-04-22 01:00:00","2024-05-23 01:00:00","2024-07-16 01:00:00","Draft","18.0","18.0","18.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/07530","","Mitchell Admin","2024-04-22 01:00:00","2024-05-07 01:00:00","2024-06-24 01:00:00","Draft","15.0","15.0","15.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/05660","","Portal User Template","2024-04-23 01:00:00","2024-05-08 01:00:00","2024-06-25 01:00:00","Draft","11.0","11.0","11.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/07910","","Default User Template","2024-04-25 01:00:00","2024-05-22 01:00:00","2024-07-23 01:00:00","Draft","2.0","2.0","2.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/03995","","Portal User Template","2024-04-26 01:00:00","2024-05-23 01:00:00","2024-07-07 01:00:00","In Progress","8.0","8.0","8.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/01275","","Public user","2024-04-27 01:00:00","2024-05-17 01:00:00","2024-07-17 01:00:00","In Progress","3.0","3.0","3.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/09875","","OdooBot","2024-04-27 01:00:00","2024-05-17 01:00:00","2024-07-01 01:00:00","In Progress","1.0","1.0","1.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/00545","","Default User Template","2024-04-28 01:00:00","2024-05-18 01:00:00","2024-07-03 01:00:00","In Progress","14.0","14.0","14.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09185","SO-10185","OdooBot","2024-04-28 01:00:00","2024-05-24 01:00:00","2024-06-11 01:00:00","In Progress","4.0","4.0","4.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/07105","SO-8105","Default User Template","2024-04-29 01:00:00","2024-05-20 01:00:00","2024-07-26 01:00:00","In Progress","1.0","1.0","1.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/03580","SO-4580","Mitchell Admin","2024-04-30 01:00:00","2024-06-04 01:00:00","2024-07-16 01:00:00","Draft","7.0","7.0","7.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/04510","","Portal User Template","2024-05-01 01:00:00","2024-05-20 01:00:00","2024-06-23 01:00:00","Draft","5.0","5.0","5.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/03350","","Public user","2024-05-02 01:00:00","2024-06-03 01:00:00","2024-06-16 01:00:00","Draft","2.0","2.0","2.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/06135","","Public user","2024-05-03 01:00:00","2024-06-08 01:00:00","2024-07-03 01:00:00","In Progress","6.0","6.0","6.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03715","","Portal User Template","2024-05-04 01:00:00","2024-05-31 01:00:00","2024-06-12 01:00:00","In Progress","6.0","6.0","6.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/05575","","Portal User Template","2024-05-05 01:00:00","2024-05-31 01:00:00","2024-06-18 01:00:00","In Progress","3.0","3.0","3.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/07060","SO-8060","Portal User Template","2024-05-05 01:00:00","2024-05-23 01:00:00","2024-07-04 01:00:00","Draft","4.0","4.0","4.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/07550","","Public user","2024-05-05 01:00:00","2024-05-29 01:00:00","2024-07-16 01:00:00","Draft","9.0","9.0","9.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/00695","","Portal User Template","2024-05-06 01:00:00","2024-05-28 01:00:00","2024-06-30 01:00:00","In Progress","6.0","6.0","6.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/00150","","Public user","2024-05-07 01:00:00","2024-05-28 01:00:00","2024-07-25 01:00:00","Draft","5.0","5.0","5.0","100.0","110.5"
"","[FURN_9666] Table","WH/MO/02310","","Default User Template","2024-05-07 01:00:00","2024-05-21 01:00:00","2024-07-24 01:00:00","Draft","8.0","8.0","8.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/04040","","Portal User Template","2024-05-09 01:00:00","2024-06-01 01:00:00","2024-07-12 01:00:00","Draft","14.0","14.0","14.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/04315","SO-5315","Public user","2024-05-09 01:00:00","2024-05-28 01:00:00","2024-07-28 01:00:00","In Progress","1.0","1.0","1.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/07920","","Default User Template","2024-05-09 01:00:00","2024-06-15 01:00:00","2024-07-24 01:00:00","Draft","13.0","13.0","13.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/02190","","Default User Template","2024-05-11 01:00:00","2024-06-08 01:00:00","2024-06-29 01:00:00","Draft","15.0","15.0","15.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/00020","","Mitchell Admin","2024-05-12 01:00:00","2024-05-25 01:00:00","2024-06-21 01:00:00","Draft","6.0","6.0","6.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/09140","SO-10140","Default User Template","2024-05-12 01:00:00","2024-06-12 01:00:00","2024-07-24 01:00:00","Draft","1.0","1.0","1.0","100.0","110.5"
"","[FURN_7023] Wood Panel","WH/MO/00720","SO-1720","OdooBot","2024-05-13 01:00:00","2024-05-27 01:00:00","2024-06-20 01:00:00","Draft","1.0","1.0","1.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/05460","","Public user","2024-05-13 01:00:00","2024-06-19 01:00:00","2024-06-29 01:00:00","Draft","9.0","9.0","9.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/09640","","Mitchell Admin","2024-05-13 01:00:00","2024-06-06 01:00:00","2024-07-12 01:00:00","Draft","19.0","19.0","19.0","290.0","520.0"
"","[FURN_9666] Table","WH/MO/09710","SO-10710","Public user","2024-05-13 01:00:00","2024-06-19 01:00:00","2024-08-08 01:00:00","Draft","7.0","7.0","7.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/07615","","Portal User Template","2024-05-15 01:00:00","2024-06-15 01:00:00","2024-08-01 01:00:00","In Progress","4.0","4.0","4.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/01300","","Default User Template","2024-05-16 01:00:00","2024-05-31 01:00:00","2024-07-23 01:00:00","Draft","8.0","8.0","8.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/02360","","Mitchell Admin","2024-05-16 01:00:00","2024-05-30 01:00:00","2024-06-25 01:00:00","Draft","19.0","19.0","19.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/03705","SO-4705","Mitchell Admin","2024-05-16 01:00:00","2024-06-09 01:00:00","2024-07-01 01:00:00","In Progress","16.0","16.0","16.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01075","SO-2075","Portal User Template","2024-05-17 01:00:00","2024-06-20 01:00:00","2024-06-28 01:00:00","In Progress","11.0","11.0","11.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/00040","","Public user","2024-05-18 01:00:00","2024-06-17 01:00:00","2024-07-14 01:00:00","Draft","13.0","13.0","13.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04995","","Public user","2024-05-19 01:00:00","2024-06-06 01:00:00","2024-07-18 01:00:00","In Progress","10.0","10.0","10.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/02025","","Portal User Template","2024-05-21 01:00:00","2024-06-16 01:00:00","2024-07-29 01:00:00","In Progress","16.0","16.0","16.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/04920","","Mitchell Admin","2024-05-21 01:00:00","2024-06-17 01:00:00","2024-08-16 01:00:00","Draft","10.0","10.0","10.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/00980","","OdooBot","2024-05-22 01:00:00","2024-06-24 01:00:00","2024-08-15 01:00:00","Draft","19.0","19.0","19.0","300.0","450.0"
